,,total_cases,new_cases,total_deaths,new_deaths,case_datality_rate
,,amax,sum,amax,sum,
location,month,,,,,
Saint Kitts and Nevis,2020-04,15.0,7.0,,0.0,
Saint Kitts and Nevis,2020-05,15.0,0.0,,0.0,
Saint Kitts and Nevis,2020-06,15.0,0.0,,0.0,
Saint Kitts and Nevis,2020-07,17.0,2.0,,0.0,
Saint Kitts and Nevis,2020-08,17.0,0.0,,0.0,
Saint Kitts and Nevis,2020-09,19.0,2.0,,0.0,
Saint Kitts and Nevis,2020-10,19.0,0.0,,0.0,
Saint Kitts and Nevis,2020-11,22.0,3.0,,0.0,
Saint Kitts and Nevis,2020-12,32.0,10.0,,0.0,
Saint Lucia,2020-03,13.0,13.0,,0.0,
Saint Lucia,2020-04,17.0,4.0,,0.0,
Saint Lucia,2020-05,18.0,1.0,,0.0,
Saint Lucia,2020-06,19.0,1.0,,0.0,
Saint Lucia,2020-07,25.0,6.0,,0.0,
Saint Lucia,2020-08,26.0,1.0,,0.0,
Saint Lucia,2020-09,27.0,1.0,,0.0,
Saint Lucia,2020-10,78.0,51.0,,0.0,
Saint Lucia,2020-11,259.0,181.0,2.0,2.0,0.007722007722007722
Saint Lucia,2020-12,353.0,94.0,5.0,3.0,0.014164305949008499
Saint Vincent and the Grenadines,2020-03,1.0,1.0,,0.0,
Saint Vincent and the Grenadines,2020-04,16.0,15.0,,0.0,
Saint Vincent and the Grenadines,2020-05,26.0,10.0,,0.0,
Saint Vincent and the Grenadines,2020-06,29.0,3.0,,0.0,
Saint Vincent and the Grenadines,2020-07,54.0,25.0,,0.0,
Saint Vincent and the Grenadines,2020-08,60.0,6.0,,0.0,
Saint Vincent and the Grenadines,2020-09,64.0,4.0,,0.0,
Saint Vincent and the Grenadines,2020-10,74.0,10.0,,0.0,
Saint Vincent and the Grenadines,2020-11,85.0,11.0,,0.0,
Saint Vincent and the Grenadines,2020-12,121.0,36.0,,0.0,
Samoa,2020-11,2.0,2.0,,0.0,
Samoa,2020-12,2.0,0.0,,0.0,
San Marino,2020-02,1.0,1.0,,0.0,
San Marino,2020-03,236.0,235.0,26.0,26.0,0.11016949152542373
San Marino,2020-04,569.0,333.0,41.0,15.0,0.07205623901581722
San Marino,2020-05,671.0,102.0,42.0,1.0,0.06259314456035768
San Marino,2020-06,698.0,27.0,42.0,0.0,0.06017191977077364
San Marino,2020-07,699.0,1.0,42.0,0.0,0.060085836909871244
San Marino,2020-08,715.0,16.0,42.0,0.0,0.05874125874125874
San Marino,2020-09,735.0,17.0,42.0,0.0,0.05714285714285714
San Marino,2020-10,928.0,196.0,42.0,0.0,0.04525862068965517
San Marino,2020-11,1612.0,684.0,46.0,4.0,0.028535980148883373
San Marino,2020-12,2428.0,816.0,59.0,13.0,0.024299835255354202
Sao Tome and Principe,2020-04,14.0,14.0,,0.0,
Sao Tome and Principe,2020-05,483.0,469.0,12.0,12.0,0.024844720496894408
Sao Tome and Principe,2020-06,714.0,231.0,13.0,1.0,0.018207282913165267
Sao Tome and Principe,2020-07,871.0,157.0,15.0,2.0,0.01722158438576349
Sao Tome and Principe,2020-08,896.0,25.0,15.0,0.0,0.016741071428571428
Sao Tome and Principe,2020-09,911.0,15.0,15.0,0.0,0.01646542261251372
Sao Tome and Principe,2020-10,945.0,34.0,16.0,1.0,0.016931216931216932
Sao Tome and Principe,2020-11,991.0,46.0,17.0,1.0,0.017154389505549948
Sao Tome and Principe,2020-12,1014.0,23.0,17.0,0.0,0.016765285996055226
Saudi Arabia,2020-03,1563.0,1563.0,10.0,10.0,0.006397952655150352
Saudi Arabia,2020-04,22753.0,21190.0,162.0,152.0,0.0071199402276622865
Saudi Arabia,2020-05,85261.0,62508.0,503.0,341.0,0.00589953202519323
Saudi Arabia,2020-06,190823.0,105562.0,1649.0,1146.0,0.008641515959816165
Saudi Arabia,2020-07,275905.0,85082.0,2866.0,1217.0,0.010387633424548305
Saudi Arabia,2020-08,315772.0,39867.0,3897.0,1031.0,0.01234118287878596
Saudi Arabia,2020-09,334605.0,18833.0,4768.0,871.0,0.01424963763243227
Saudi Arabia,2020-10,347282.0,12677.0,5402.0,634.0,0.015555082037076498
Saudi Arabia,2020-11,357360.0,10078.0,5896.0,494.0,0.016498768748600852
Saudi Arabia,2020-12,362741.0,5381.0,6223.0,327.0,0.017155491107980626
Senegal,2020-02,,0.0,,0.0,
Senegal,2020-03,175.0,175.0,,0.0,
Senegal,2020-04,933.0,758.0,9.0,9.0,0.00964630225080386
Senegal,2020-05,3645.0,2712.0,42.0,33.0,0.011522633744855968
Senegal,2020-06,6793.0,3148.0,112.0,70.0,0.01648756072427499
Senegal,2020-07,10232.0,3439.0,205.0,93.0,0.02003518373729476
Senegal,2020-08,13611.0,3379.0,284.0,79.0,0.020865476452869004
Senegal,2020-09,14982.0,1371.0,311.0,27.0,0.020758243225203577
Senegal,2020-10,15616.0,634.0,324.0,13.0,0.02074795081967213
Senegal,2020-11,16089.0,473.0,333.0,9.0,0.020697370874510537
Senegal,2020-12,19140.0,3051.0,410.0,77.0,0.021421107628004178
Serbia,2020-02,,0.0,,0.0,
Serbia,2020-03,900.0,900.0,16.0,16.0,0.017777777777777778
Serbia,2020-04,9009.0,8109.0,179.0,163.0,0.019869019869019868
Serbia,2020-05,11412.0,2403.0,243.0,64.0,0.021293375394321766
Serbia,2020-06,14564.0,3152.0,277.0,34.0,0.01901950013732491
Serbia,2020-07,25552.0,10988.0,573.0,296.0,0.02242485911083281
Serbia,2020-08,31406.0,5854.0,713.0,140.0,0.022702668279946506
Serbia,2020-09,33551.0,2145.0,749.0,36.0,0.022324222824953055
Serbia,2020-10,46954.0,13403.0,820.0,71.0,0.017463900839119136
Serbia,2020-11,175438.0,128484.0,1604.0,784.0,0.009142831085625691
Serbia,2020-12,337923.0,162485.0,3211.0,1607.0,0.009502164694323854
Seychelles,2020-03,10.0,10.0,,0.0,
Seychelles,2020-04,11.0,1.0,,0.0,
Seychelles,2020-05,11.0,0.0,,0.0,
Seychelles,2020-06,81.0,70.0,,0.0,
Seychelles,2020-07,114.0,33.0,,0.0,
Seychelles,2020-08,136.0,22.0,,0.0,
Seychelles,2020-09,144.0,8.0,,0.0,
Seychelles,2020-10,153.0,9.0,,0.0,
Seychelles,2020-11,183.0,30.0,,0.0,
Seychelles,2020-12,256.0,73.0,,0.0,
Sierra Leone,2020-03,1.0,1.0,,0.0,
Sierra Leone,2020-04,124.0,123.0,7.0,7.0,0.056451612903225805
Sierra Leone,2020-05,861.0,737.0,46.0,39.0,0.053426248548199766
Sierra Leone,2020-06,1462.0,601.0,60.0,14.0,0.04103967168262654
Sierra Leone,2020-07,1823.0,361.0,67.0,7.0,0.036752605595172794
Sierra Leone,2020-08,2022.0,199.0,70.0,3.0,0.03461918892185954
Sierra Leone,2020-09,2231.0,209.0,72.0,2.0,0.03227252353204841
Sierra Leone,2020-10,2366.0,135.0,74.0,2.0,0.03127641589180051
Sierra Leone,2020-11,2412.0,46.0,74.0,0.0,0.03067993366500829
Sierra Leone,2020-12,2611.0,199.0,76.0,2.0,0.02910762160091919
Singapore,2020-01,13.0,13.0,,0.0,
Singapore,2020-02,102.0,89.0,,0.0,
Singapore,2020-03,926.0,824.0,3.0,3.0,0.0032397408207343412
Singapore,2020-04,16169.0,15243.0,15.0,12.0,0.0009277011565341084
Singapore,2020-05,34884.0,18715.0,23.0,8.0,0.0006593280587088637
Singapore,2020-06,43907.0,9023.0,26.0,3.0,0.0005921607033047122
Singapore,2020-07,52205.0,8298.0,27.0,1.0,0.0005171918398620822
Singapore,2020-08,56812.0,4607.0,27.0,0.0,0.00047525170738576357
Singapore,2020-09,57765.0,953.0,27.0,0.0,0.00046741106206180214
Singapore,2020-10,58015.0,250.0,28.0,1.0,0.0004826338016030337
Singapore,2020-11,58218.0,203.0,29.0,1.0,0.0004981277268198839
Singapore,2020-12,58599.0,381.0,29.0,0.0,0.0004948889912797146
Slovakia,2020-03,363.0,363.0,,0.0,
Slovakia,2020-04,1396.0,1033.0,23.0,23.0,0.0164756446991404
Slovakia,2020-05,1521.0,125.0,28.0,5.0,0.018408941485864562
Slovakia,2020-06,1667.0,146.0,28.0,0.0,0.016796640671865627
Slovakia,2020-07,2292.0,625.0,29.0,1.0,0.012652705061082025
Slovakia,2020-08,3917.0,1625.0,33.0,4.0,0.008424814909369416
Slovakia,2020-09,10141.0,6224.0,48.0,15.0,0.0047332610196233115
Slovakia,2020-10,57664.0,47523.0,219.0,171.0,0.0037978634850166482
Slovakia,2020-11,105929.0,48265.0,839.0,620.0,0.00792039951288127
Slovakia,2020-12,179543.0,73614.0,2138.0,1299.0,0.01190801089432615
Slovenia,2020-02,,0.0,,0.0,
Slovenia,2020-03,802.0,802.0,15.0,15.0,0.018703241895261846
Slovenia,2020-04,1429.0,627.0,91.0,76.0,0.06368089573128062
Slovenia,2020-05,1473.0,44.0,108.0,17.0,0.07331975560081466
Slovenia,2020-06,1600.0,127.0,111.0,3.0,0.069375
Slovenia,2020-07,2156.0,556.0,119.0,8.0,0.05519480519480519
Slovenia,2020-08,2883.0,727.0,133.0,14.0,0.046132500867152273
Slovenia,2020-09,5690.0,2807.0,150.0,17.0,0.026362038664323375
Slovenia,2020-10,34307.0,28617.0,338.0,188.0,0.009852216748768473
Slovenia,2020-11,75814.0,41507.0,1435.0,1097.0,0.018927902498219327
Slovenia,2020-12,122152.0,46338.0,2697.0,1262.0,0.02207904905363809
Solomon Islands,2020-10,8.0,8.0,,0.0,
Solomon Islands,2020-11,17.0,9.0,,0.0,
Solomon Islands,2020-12,17.0,0.0,,0.0,
Somalia,2020-03,5.0,5.0,,0.0,
Somalia,2020-04,601.0,596.0,28.0,28.0,0.04658901830282862
Somalia,2020-05,1976.0,1375.0,78.0,50.0,0.039473684210526314
Somalia,2020-06,2924.0,948.0,90.0,12.0,0.030779753761969904
Somalia,2020-07,3212.0,288.0,93.0,3.0,0.02895392278953923
Somalia,2020-08,3310.0,98.0,98.0,5.0,0.029607250755287008
Somalia,2020-09,3588.0,278.0,99.0,1.0,0.027591973244147156
Somalia,2020-10,3941.0,353.0,104.0,5.0,0.026389241309312358
Somalia,2020-11,4451.0,510.0,113.0,9.0,0.025387553358795775
Somalia,2020-12,4714.0,263.0,130.0,17.0,0.027577428935086974
South Africa,2020-02,,0.0,,0.0,
South Africa,2020-03,1353.0,1353.0,5.0,5.0,0.003695491500369549
South Africa,2020-04,5647.0,4294.0,103.0,98.0,0.0182397733309722
South Africa,2020-05,32683.0,27036.0,683.0,580.0,0.02089771440810207
South Africa,2020-06,151209.0,118526.0,2657.0,1974.0,0.017571705387906804
South Africa,2020-07,493183.0,341974.0,8005.0,5348.0,0.016231297510254813
South Africa,2020-08,627041.0,133858.0,14149.0,6144.0,0.022564712674290836
South Africa,2020-09,674339.0,47298.0,16734.0,2585.0,0.024815411832920832
South Africa,2020-10,725452.0,51113.0,19276.0,2542.0,0.02657102054994679
South Africa,2020-11,790004.0,64552.0,21535.0,2259.0,0.027259355648832157
South Africa,2020-12,1057161.0,267157.0,28469.0,6934.0,0.026929672963720758
South America,2020-02,4.0,4.0,,0.0,
South America,2020-03,14492.0,14488.0,376.0,376.0,0.025945349158156224
South America,2020-04,180235.0,165743.0,8810.0,8434.0,0.04888062806891003
South America,2020-05,901684.0,721449.0,40083.0,31273.0,0.0444534892490052
South America,2020-06,2228423.0,1326739.0,85370.0,45287.0,0.0383096027998275
South America,2020-07,4101837.0,1873414.0,143574.0,58204.0,0.03500236601308145
South America,2020-08,6301683.0,2199846.0,202229.0,58655.0,0.0320912683167338
South America,2020-09,8064429.0,1762746.0,253061.0,50832.0,0.03137990302847232
South America,2020-10,9664785.0,1600356.0,294708.0,41647.0,0.030492970097110283
South America,2020-11,11130276.0,1465491.0,325365.0,30657.0,0.02923242873761621
South America,2020-12,13194159.0,2063883.0,362651.0,37286.0,0.027485723038505144
South Korea,2020-01,11.0,10.0,,0.0,
South Korea,2020-02,3150.0,3139.0,16.0,16.0,0.005079365079365079
South Korea,2020-03,9786.0,6636.0,162.0,146.0,0.01655426118945432
South Korea,2020-04,10774.0,988.0,248.0,86.0,0.023018377575645073
South Korea,2020-05,11503.0,729.0,271.0,23.0,0.023559071546553075
South Korea,2020-06,12850.0,1347.0,282.0,11.0,0.021945525291828794
South Korea,2020-07,14336.0,1486.0,301.0,19.0,0.02099609375
South Korea,2020-08,20182.0,5846.0,324.0,23.0,0.016053909424239423
South Korea,2020-09,23889.0,3707.0,415.0,91.0,0.017372012223198962
South Korea,2020-10,26635.0,2746.0,466.0,51.0,0.017495776234278206
South Korea,2020-11,34652.0,8017.0,526.0,60.0,0.015179499018815653
South Korea,2020-12,61769.0,27117.0,917.0,391.0,0.014845634541598537
South Sudan,2020-04,35.0,35.0,,0.0,
South Sudan,2020-05,994.0,959.0,10.0,10.0,0.01006036217303823
South Sudan,2020-06,2007.0,1013.0,38.0,28.0,0.018933731938216243
South Sudan,2020-07,2322.0,315.0,46.0,8.0,0.019810508182601206
South Sudan,2020-08,2527.0,205.0,47.0,1.0,0.018599129402453504
South Sudan,2020-09,2704.0,177.0,49.0,2.0,0.018121301775147928
South Sudan,2020-10,2905.0,201.0,58.0,9.0,0.019965576592082618
South Sudan,2020-11,3109.0,204.0,61.0,3.0,0.019620456738501126
South Sudan,2020-12,3558.0,449.0,63.0,2.0,0.01770657672849916
Spain,2020-02,45.0,45.0,,0.0,
Spain,2020-03,95923.0,95878.0,8464.0,8464.0,0.08823744044702522
Spain,2020-04,213435.0,117512.0,24543.0,16079.0,0.11499051233396584
Spain,2020-05,239479.0,26044.0,28752.0,2584.0,0.12006063162114423
Spain,2020-06,249271.0,9792.0,28355.0,1228.0,0.11375169995707483
Spain,2020-07,288522.0,39251.0,28445.0,90.0,0.09858866914827985
Spain,2020-08,462858.0,174336.0,29094.0,649.0,0.06285729100501666
Spain,2020-09,769188.0,306330.0,31791.0,2697.0,0.04133059798124776
Spain,2020-10,1185678.0,416490.0,35878.0,4087.0,0.030259480229876914
Spain,2020-11,1648187.0,462509.0,45069.0,9191.0,0.02734459136008232
Spain,2020-12,1928265.0,280078.0,50837.0,5768.0,0.026364114890847473
Sri Lanka,2020-01,1.0,1.0,,0.0,
Sri Lanka,2020-02,1.0,0.0,,0.0,
Sri Lanka,2020-03,143.0,142.0,2.0,2.0,0.013986013986013986
Sri Lanka,2020-04,663.0,520.0,7.0,5.0,0.010558069381598794
Sri Lanka,2020-05,1633.0,970.0,10.0,3.0,0.00612369871402327
Sri Lanka,2020-06,2047.0,414.0,11.0,1.0,0.00537371763556424
Sri Lanka,2020-07,2815.0,768.0,11.0,0.0,0.003907637655417406
Sri Lanka,2020-08,3049.0,234.0,12.0,1.0,0.003935716628402755
Sri Lanka,2020-09,3380.0,331.0,13.0,1.0,0.0038461538461538464
Sri Lanka,2020-10,10663.0,7283.0,20.0,7.0,0.0018756447528838038
Sri Lanka,2020-11,23987.0,13324.0,118.0,98.0,0.0049193313044565805
Sri Lanka,2020-12,43299.0,19312.0,204.0,86.0,0.004711425206124852
Sudan,2020-03,7.0,7.0,2.0,2.0,0.2857142857142857
Sudan,2020-04,375.0,368.0,31.0,29.0,0.08266666666666667
Sudan,2020-05,4800.0,4425.0,286.0,255.0,0.059583333333333335
Sudan,2020-06,9372.0,4572.0,572.0,286.0,0.06103286384976526
Sudan,2020-07,11579.0,2207.0,746.0,174.0,0.06442697987736419
Sudan,2020-08,13189.0,1610.0,823.0,77.0,0.06240048525286224
Sudan,2020-09,13646.0,457.0,836.0,13.0,0.061263373882456396
Sudan,2020-10,13804.0,158.0,837.0,1.0,0.06063459866705303
Sudan,2020-11,18045.0,4241.0,1249.0,412.0,0.06921584926572458
Sudan,2020-12,25500.0,7455.0,1468.0,219.0,0.05756862745098039
Suriname,2020-03,9.0,9.0,,0.0,
Suriname,2020-04,10.0,1.0,1.0,1.0,0.1
Suriname,2020-05,23.0,13.0,1.0,0.0,0.043478260869565216
Suriname,2020-06,515.0,492.0,13.0,12.0,0.02524271844660194
Suriname,2020-07,1650.0,1135.0,26.0,13.0,0.01575757575757576
Suriname,2020-08,4034.0,2384.0,71.0,45.0,0.01760039662865642
Suriname,2020-09,4877.0,843.0,104.0,33.0,0.02132458478572893
Suriname,2020-10,5203.0,326.0,111.0,7.0,0.021333845858158753
Suriname,2020-11,5312.0,109.0,117.0,6.0,0.022025602409638554
Suriname,2020-12,6210.0,898.0,122.0,5.0,0.01964573268921095
Sweden,2020-02,14.0,14.0,,0.0,
Sweden,2020-03,4834.0,4820.0,385.0,385.0,0.07964418700868846
Sweden,2020-04,21601.0,16767.0,2586.0,2201.0,0.11971667978334337
Sweden,2020-05,38661.0,17060.0,4395.0,1809.0,0.1136804531698611
Sweden,2020-06,67924.0,29263.0,5333.0,938.0,0.07851422177728049
Sweden,2020-07,77076.0,9152.0,5743.0,410.0,0.07451087238569723
Sweden,2020-08,84379.0,7303.0,5821.0,78.0,0.06898635916519513
Sweden,2020-09,92863.0,8484.0,5893.0,72.0,0.06345907411994013
Sweden,2020-10,124355.0,31492.0,5938.0,45.0,0.047750392022837845
Sweden,2020-11,243129.0,118774.0,6681.0,743.0,0.027479239416112435
Sweden,2020-12,437379.0,194250.0,8727.0,2046.0,0.019952946986480834
Switzerland,2020-02,18.0,18.0,,0.0,
Switzerland,2020-03,16605.0,16587.0,433.0,433.0,0.026076482987052094
Switzerland,2020-04,29586.0,12981.0,1737.0,1304.0,0.05871020077063476
Switzerland,2020-05,30862.0,1276.0,1920.0,183.0,0.062212429524982175
Switzerland,2020-06,31714.0,852.0,1963.0,43.0,0.061896954026612855
Switzerland,2020-07,35232.0,3518.0,1981.0,18.0,0.05622729336966394
Switzerland,2020-08,42177.0,6945.0,2006.0,25.0,0.0475614671503426
Switzerland,2020-09,53282.0,11105.0,2074.0,68.0,0.03892496527908112
Switzerland,2020-10,154251.0,100969.0,2297.0,223.0,0.014891313508502375
Switzerland,2020-11,327072.0,172821.0,4815.0,2518.0,0.014721529204578808
Switzerland,2020-12,452296.0,125224.0,7645.0,2830.0,0.01690264782354918
Syria,2020-03,10.0,10.0,2.0,2.0,0.2
Syria,2020-04,43.0,33.0,3.0,1.0,0.06976744186046512
Syria,2020-05,122.0,79.0,5.0,2.0,0.040983606557377046
Syria,2020-06,279.0,157.0,9.0,4.0,0.03225806451612903
Syria,2020-07,757.0,478.0,43.0,34.0,0.05680317040951123
Syria,2020-08,2765.0,2008.0,112.0,69.0,0.04050632911392405
Syria,2020-09,4200.0,1435.0,200.0,88.0,0.047619047619047616
Syria,2020-10,5728.0,1528.0,288.0,88.0,0.05027932960893855
Syria,2020-11,7887.0,2159.0,417.0,129.0,0.05287181437809053
Syria,2020-12,11434.0,3547.0,711.0,294.0,0.062182963092531046
Taiwan,2020-01,10.0,9.0,,0.0,
Taiwan,2020-02,39.0,29.0,1.0,1.0,0.02564102564102564
Taiwan,2020-03,322.0,283.0,5.0,4.0,0.015527950310559006
Taiwan,2020-04,429.0,107.0,6.0,1.0,0.013986013986013986
Taiwan,2020-05,442.0,13.0,7.0,1.0,0.01583710407239819
Taiwan,2020-06,447.0,5.0,7.0,0.0,0.015659955257270694
Taiwan,2020-07,467.0,20.0,7.0,0.0,0.014989293361884369
Taiwan,2020-08,488.0,21.0,7.0,0.0,0.014344262295081968
Taiwan,2020-09,514.0,26.0,7.0,0.0,0.013618677042801557
Taiwan,2020-10,555.0,41.0,7.0,0.0,0.012612612612612612
Taiwan,2020-11,675.0,120.0,7.0,0.0,0.01037037037037037
Taiwan,2020-12,799.0,124.0,7.0,0.0,0.008760951188986232
Tajikistan,2020-04,15.0,15.0,,0.0,
Tajikistan,2020-05,3930.0,3915.0,47.0,47.0,0.011959287531806615
Tajikistan,2020-06,5900.0,1970.0,52.0,5.0,0.008813559322033898
Tajikistan,2020-07,7409.0,1509.0,60.0,8.0,0.008098258874342016
Tajikistan,2020-08,8583.0,1174.0,68.0,8.0,0.007922637772340674
Tajikistan,2020-09,9769.0,1186.0,76.0,8.0,0.007779711331763742
Tajikistan,2020-10,11017.0,1248.0,82.0,6.0,0.007443042570572751
Tajikistan,2020-11,12194.0,1177.0,86.0,4.0,0.00705264884369362
Tajikistan,2020-12,13296.0,1102.0,90.0,4.0,0.006768953068592058
Tanzania,2020-03,19.0,19.0,1.0,1.0,0.05263157894736842
Tanzania,2020-04,480.0,461.0,16.0,15.0,0.03333333333333333
Tanzania,2020-05,509.0,29.0,21.0,5.0,0.0412573673870334
Tanzania,2020-06,509.0,0.0,21.0,0.0,0.0412573673870334
Tanzania,2020-07,509.0,0.0,21.0,0.0,0.0412573673870334
Tanzania,2020-08,509.0,0.0,21.0,0.0,0.0412573673870334
Tanzania,2020-09,509.0,0.0,21.0,0.0,0.0412573673870334
Tanzania,2020-10,509.0,0.0,21.0,0.0,0.0412573673870334
Tanzania,2020-11,509.0,0.0,21.0,0.0,0.0412573673870334
Tanzania,2020-12,509.0,0.0,21.0,0.0,0.0412573673870334
Thailand,2020-01,19.0,15.0,,0.0,
Thailand,2020-02,42.0,23.0,,0.0,
Thailand,2020-03,1651.0,1609.0,10.0,10.0,0.0060569351907934586
Thailand,2020-04,2954.0,1303.0,54.0,44.0,0.01828029790115098
Thailand,2020-05,3081.0,127.0,57.0,3.0,0.018500486854917234
Thailand,2020-06,3171.0,90.0,58.0,1.0,0.01829076001261432
Thailand,2020-07,3310.0,139.0,58.0,0.0,0.017522658610271902
Thailand,2020-08,3412.0,102.0,58.0,0.0,0.016998827667057445
Thailand,2020-09,3569.0,157.0,59.0,1.0,0.016531241244045952
Thailand,2020-10,3784.0,215.0,59.0,0.0,0.015591966173361522
Thailand,2020-11,4008.0,224.0,60.0,1.0,0.014970059880239521
Thailand,2020-12,7163.0,3155.0,63.0,3.0,0.00879519754292894
Timor,2020-03,1.0,1.0,,0.0,
Timor,2020-04,24.0,23.0,,0.0,
Timor,2020-05,24.0,0.0,,0.0,
Timor,2020-06,24.0,0.0,,0.0,
Timor,2020-07,24.0,0.0,,0.0,
Timor,2020-08,27.0,3.0,,0.0,
Timor,2020-09,28.0,1.0,,0.0,
Timor,2020-10,30.0,2.0,,0.0,
Timor,2020-11,30.0,0.0,,0.0,
Timor,2020-12,44.0,14.0,,0.0,
Togo,2020-03,34.0,34.0,1.0,1.0,0.029411764705882353
Togo,2020-04,116.0,82.0,9.0,8.0,0.07758620689655173
Togo,2020-05,442.0,326.0,13.0,4.0,0.029411764705882353
Togo,2020-06,650.0,208.0,14.0,1.0,0.021538461538461538
Togo,2020-07,941.0,291.0,19.0,5.0,0.020191285866099893
Togo,2020-08,1400.0,459.0,28.0,9.0,0.02
Togo,2020-09,1784.0,384.0,48.0,20.0,0.026905829596412557
Togo,2020-10,2331.0,547.0,57.0,9.0,0.02445302445302445
Togo,2020-11,2974.0,643.0,64.0,7.0,0.02151983860121049
Togo,2020-12,3633.0,659.0,68.0,4.0,0.018717313515001378
Trinidad and Tobago,2020-03,87.0,87.0,3.0,3.0,0.034482758620689655
Trinidad and Tobago,2020-04,116.0,29.0,8.0,5.0,0.06896551724137931
Trinidad and Tobago,2020-05,117.0,1.0,8.0,0.0,0.06837606837606838
Trinidad and Tobago,2020-06,130.0,13.0,8.0,0.0,0.06153846153846154
Trinidad and Tobago,2020-07,169.0,39.0,8.0,0.0,0.047337278106508875
Trinidad and Tobago,2020-08,1759.0,1590.0,22.0,14.0,0.012507106310403639
Trinidad and Tobago,2020-09,4531.0,2772.0,76.0,54.0,0.016773339218715516
Trinidad and Tobago,2020-10,5692.0,1161.0,108.0,32.0,0.018973998594518624
Trinidad and Tobago,2020-11,6669.0,977.0,120.0,12.0,0.01799370220422852
Trinidad and Tobago,2020-12,7150.0,481.0,127.0,7.0,0.017762237762237763
Tunisia,2020-03,394.0,394.0,10.0,10.0,0.025380710659898477
Tunisia,2020-04,994.0,600.0,41.0,31.0,0.04124748490945674
Tunisia,2020-05,1077.0,83.0,48.0,7.0,0.04456824512534819
Tunisia,2020-06,1174.0,97.0,50.0,2.0,0.04258943781942078
Tunisia,2020-07,1535.0,361.0,50.0,0.0,0.03257328990228013
Tunisia,2020-08,3803.0,2268.0,77.0,27.0,0.020247173284249277
Tunisia,2020-09,18413.0,14610.0,265.0,188.0,0.014392005648183348
Tunisia,2020-10,59813.0,41400.0,1317.0,1052.0,0.022018624713691003
Tunisia,2020-11,96769.0,36956.0,3260.0,1943.0,0.03368847461480433
Tunisia,2020-12,139140.0,42371.0,4676.0,1416.0,0.03360643955728044
Turkey,2020-03,13531.0,13531.0,214.0,214.0,0.015815534698100656
Turkey,2020-04,120204.0,106673.0,3174.0,2960.0,0.026405111310771688
Turkey,2020-05,163942.0,43738.0,4540.0,1366.0,0.02769272059630845
Turkey,2020-06,199906.0,35964.0,5131.0,591.0,0.02566706351985433
Turkey,2020-07,230873.0,30967.0,5691.0,560.0,0.02464991575454904
Turkey,2020-08,270133.0,39260.0,6370.0,679.0,0.0235809767781056
Turkey,2020-09,318663.0,48530.0,8195.0,1825.0,0.02571682310152104
Turkey,2020-10,375367.0,56704.0,10252.0,2057.0,0.02731193738394691
Turkey,2020-11,638847.0,263480.0,13746.0,3494.0,0.02151688902037577
Turkey,2020-12,2208652.0,746580.0,20881.0,7135.0,0.00945418291337884
Uganda,2020-03,44.0,44.0,,0.0,
Uganda,2020-04,83.0,39.0,,0.0,
Uganda,2020-05,417.0,334.0,,0.0,
Uganda,2020-06,889.0,472.0,,0.0,
Uganda,2020-07,1154.0,265.0,3.0,3.0,0.0025996533795493936
Uganda,2020-08,2972.0,1818.0,32.0,29.0,0.010767160161507403
Uganda,2020-09,8129.0,5157.0,75.0,43.0,0.009226227088202732
Uganda,2020-10,12495.0,4366.0,111.0,36.0,0.008883553421368547
Uganda,2020-11,20459.0,7964.0,205.0,94.0,0.01002004008016032
Uganda,2020-12,35216.0,14757.0,251.0,46.0,0.007127442071785552
Ukraine,2020-03,645.0,645.0,17.0,17.0,0.02635658914728682
Ukraine,2020-04,10406.0,9761.0,261.0,244.0,0.025081683644051507
Ukraine,2020-05,23672.0,13266.0,708.0,447.0,0.029908752957080096
Ukraine,2020-06,45254.0,21582.0,1173.0,465.0,0.025920360631104433
Ukraine,2020-07,71404.0,26150.0,1717.0,544.0,0.024046271917539632
Ukraine,2020-08,124132.0,52728.0,2605.0,888.0,0.020985724873521735
Ukraine,2020-09,214446.0,90314.0,4221.0,1616.0,0.019683276908872165
Ukraine,2020-10,399330.0,184884.0,7399.0,3178.0,0.01852853529662184
Ukraine,2020-11,752343.0,353013.0,12731.0,5332.0,0.01692180295423763
Ukraine,2020-12,1086997.0,334654.0,19281.0,6550.0,0.017737859442114375
United Arab Emirates,2020-01,4.0,4.0,,0.0,
United Arab Emirates,2020-02,21.0,17.0,,0.0,
United Arab Emirates,2020-03,664.0,643.0,6.0,6.0,0.009036144578313253
United Arab Emirates,2020-04,12481.0,11817.0,105.0,99.0,0.008412787436904094
United Arab Emirates,2020-05,34557.0,22076.0,264.0,159.0,0.007639552044448303
United Arab Emirates,2020-06,48667.0,14110.0,315.0,51.0,0.006472558407134198
United Arab Emirates,2020-07,60506.0,11839.0,351.0,36.0,0.005801077579083066
United Arab Emirates,2020-08,70231.0,9725.0,384.0,33.0,0.005467670971508309
United Arab Emirates,2020-09,94190.0,23959.0,419.0,35.0,0.0044484552500265425
United Arab Emirates,2020-10,132629.0,38439.0,495.0,76.0,0.0037322154279984016
United Arab Emirates,2020-11,168860.0,36231.0,572.0,77.0,0.0033874215326305814
United Arab Emirates,2020-12,207822.0,38962.0,669.0,97.0,0.0032191009613996594
United Kingdom,2020-01,2.0,2.0,,0.0,
United Kingdom,2020-02,61.0,59.0,,0.0,
